 A051910 ,"4,191,206","12,704,391","4,309,410","8,513,185","4,203,775","17,334,109","4,473,474","13,013,472","3,362,541","10,017,591","3,313,314","6,655,050","3,341,736","14,109,705","3,535,244","10,503,821","828,665","2,686,800","996,096","1,858,135","862,039","3,224,404","938,230","2,509,651","414,429","1,278,953","438,092","864,524","426,432","1,604,312","408,166","1,183,691","414,236","1,407,847","558,004","993,611","435,607","1,620,092","530,064","1,325,960","-55,486","-32,081","54,818","23,405","-31,413","-93,644","-30,166","-75,643","358,750","1,375,766","612,822","1,017,016","404,194","1,526,448","499,898","1,250,317","79,631","286,462","123,758","206,831","83,073","322,593","105,102","274,742","279,119","1,089,304","489,064","810,185","321,121","1,203,855","394,796","975,575",0,0,0,0,0,0,0,0,"279,119","1,089,304","489,064","810,185","321,121","1,203,855","394,796","975,575",951,"2,421",317,"1,470","1,153","-16,349",38,-890,"280,070","1,091,725","489,381","811,655","322,274","1,187,506","394,834","974,685","16,945,052","16,626,149","16,451,941","16,231,596","16,001,275","7,135,432","6,869,626","7,434,023","7,114,410","6,728,373","9,809,620","9,756,523","9,017,918","9,117,186","9,272,902","3,740,051","3,701,218","4,016,391","3,787,033","3,769,533","3,461,230","3,477,321","3,804,819","3,412,605","3,191,239","278,821","223,897","211,572","374,428","578,294","13,205,001","12,924,931","12,435,550","12,444,563","12,231,742"
 A052690 ,"102,155","348,167","128,027","246,011","117,984","657,603","145,594","467,550","75,604","231,601","75,603","155,997","80,394","496,011","93,397","344,673","26,551","116,566","52,424","90,015","37,591","161,592","52,197","122,877","28,125","78,594","26,929","50,469","23,540","126,906","31,171","87,196","-1,574","37,972","25,495","39,546","14,050","34,687","21,026","35,681","-5,405","-3,087","2,762","2,318",-444,"1,824","2,259","5,384","-6,979","34,885","28,258","41,864","13,607","36,511","23,285","41,065","-2,079","3,631","4,847","5,710",863,"5,464","3,642","7,546","-4,899","31,254","23,410","36,154","12,743","31,047","19,643","33,519",0,0,0,0,0,0,0,0,"-4,899","31,254","23,410","36,154","12,743","31,047","19,643","33,519",-382,"-7,720","-3,855","-7,338","-3,483",482,"-4,284","-6,366","-5,281","23,534","19,556","28,816","9,260","31,530","15,359","27,153","845,602","848,215","875,554","855,156","834,931","320,809","324,654","357,943","341,559","310,995","524,793","523,561","517,610","513,596","523,936","412,891","410,223","457,117","438,371","422,523","314,489","290,684","346,756","342,315","312,754","98,402","119,539","110,361","96,056","109,769","432,711","437,992","418,437","416,785","412,408"
 A053210 ,"158,952","470,286","161,399","311,335","149,935","626,398","160,901","462,122",0,0,0,0,0,0,0,0,"158,952","470,286","161,399","311,335","149,935","626,398","160,901","462,122","141,850","401,119","132,384","259,269","126,884","528,633","147,174","386,981","17,101","69,167","29,015","52,066","23,051","97,765","13,727","75,141",559,"1,377",120,818,699,"1,022","-1,764",822,"17,660","70,544","29,135","52,884","23,749","98,787","11,963","75,963","4,265","17,037","7,048","12,772","5,724","24,343","2,877","19,506","13,395","53,507","22,087","40,112","18,025","74,444","9,086","56,458",0,0,0,0,0,0,0,0,"13,395","53,507","22,087","40,112","18,025","74,444","9,086","56,458",143,"-1,458",-261,"-1,601","-1,340",385,-175,-34,"13,538","52,049","21,826","38,511","16,685","74,829","8,912","56,423","726,700","701,900","692,687","698,265","677,602","317,056","288,841","278,449","271,054","251,413","409,645","413,059","414,239","427,210","426,190","197,511","186,248","198,862","204,476","202,220","121,939","111,366","124,879","132,745","126,743","75,571","74,882","73,983","71,731","75,477","529,190","515,652","493,826","493,788","475,382"
 A053690 ,"24,495","76,566","25,470","52,071","26,601","106,928","27,743","78,139","18,311","55,976","18,552","37,665","19,114","78,032","19,819","57,862","6,185","20,590","6,918","14,406","7,487","28,895","7,924","20,278","4,263","14,475","5,148","10,213","5,065","18,992","4,789","13,962","1,922","6,115","1,771","4,193","2,422","9,904","3,135","6,316","1,085","1,708",171,623,452,-246,749,"1,057","3,007","7,823","1,942","4,816","2,874","9,658","3,884","7,373",374,"1,721",686,"1,347",661,"3,925",701,"1,622","2,633","6,102","1,256","3,469","2,213","5,733","3,183","5,751",0,0,0,0,0,0,0,0,"2,633","6,102","1,256","3,469","2,213","5,733","3,183","5,751",-117,-280,3,-162,-165,176,-148,116,"2,516","5,822","1,258","3,306","2,048","5,909","3,035","5,867","133,950","135,327","118,875","107,938","109,803","59,947","65,625","78,388","66,804","78,410","74,004","69,702","40,487","41,134","31,393","39,259","42,857","25,003","26,265","29,468","36,441","39,927","22,834","25,434","26,429","2,818","2,930","2,169",831,"3,039","94,691","92,470","93,872","81,674","80,335"
 A057050 ,"227,080","695,058","235,256","467,978","232,722","890,761","216,489","642,667","20,930","53,336","15,927","32,407","16,480","70,298","24,366","44,356","206,151","641,722","219,330","435,571","216,241","820,463","192,123","598,311","182,786","543,238","185,528","360,452","174,924","709,737","167,958","519,504","23,365","98,484","33,801","75,119","41,317","110,725","24,166","78,807","4,504","16,066","2,663","11,562","8,900","18,712","5,398","17,224","27,869","114,549","36,464","86,681","50,217","129,438","29,564","96,031","6,665","27,077","9,122","20,412","11,291","32,083","6,976","22,872","21,204","87,472","27,342","66,268","38,926","97,355","22,588","73,159",0,0,0,0,0,0,0,0,"21,204","87,472","27,342","66,268","38,926","97,355","22,588","73,159","2,365","-1,445","-1,719","-3,811","-2,092","-4,292",568,487,"23,569","86,027","25,623","62,458","36,834","93,063","23,156","73,646","1,787,889","1,656,817","1,585,102","1,527,657","1,617,503","1,070,015","914,516","815,125","810,975","908,481","717,874","742,301","769,977","716,682","709,022","478,139","370,637","324,545","286,169","395,432","472,207","365,799","320,489","282,237","385,582","5,932","4,838","4,056","3,932","9,850","1,309,750","1,286,180","1,260,557","1,241,488","1,222,071"
 A058430 ,"186,179","558,549","183,436","372,371","188,934","788,694","212,024","599,910","162,120","483,493","156,362","321,373","165,011","704,327","187,368","536,947","24,058","75,056","27,074","50,998","23,923","84,367","24,655","62,963","12,755","45,336","17,334","32,581","15,247","56,515","16,223","43,227","11,303","29,720","9,740","18,417","8,676","27,852","8,433","19,737","1,698",191,-599,"-1,508",-908,"-10,409","-7,206","-9,915","13,002","29,911","9,141","16,909","7,768","17,443","1,227","9,822","2,520","5,828","1,599","3,308","1,709","4,236",421,"2,426","10,482","24,083","7,542","13,601","6,059","13,207",806,"7,396",0,0,0,0,0,0,0,0,"10,482","24,083","7,542","13,601","6,059","13,207",806,"7,396",337,-444,"-1,031",-781,251,-620,"-1,310",-787,"10,819","23,639","6,511","12,821","6,310","12,587",-505,"6,609","368,847","413,053","416,748","413,901","423,190","202,032","213,502","213,480","208,880","213,131","166,816","199,551","203,269","205,021","210,058","170,653","225,676","235,883","234,845","250,113","134,182","183,126","189,862","183,403","195,121","36,471","42,551","46,021","51,443","54,992","198,195","187,376","180,865","179,055","173,077"
 A058650 ,"2,848","40,980","2,824","38,132","35,308","44,589","2,680","42,485",0,0,0,0,0,0,0,0,"2,848","40,980","2,824","38,132","35,308","44,589","2,680","42,485","3,023","9,033","3,287","6,010","2,724","12,421","2,862","8,635",-175,"31,947",-463,"32,121","32,584","32,168",-182,"33,851",-520,"-1,650",-514,"-1,130",-617,"-1,895",-747,"-1,615",-695,"30,296",-976,"30,991","31,968","30,273",-929,"32,235",-135,-378,-219,-243,-24,-917,-122,-639,-560,"30,674",-757,"31,234","31,991","31,190",-807,"32,874",0,0,0,0,0,0,0,0,-560,"30,674",-757,"31,234","31,991","31,190",-807,"32,874",-680,"-2,280",-920,"-1,599",-679,"13,665","-5,198","19,560","-1,241","28,395","-1,677","29,635","31,312","44,855","-6,005","52,434","984,188","985,135","1,012,696","980,431","992,745","2,120","2,084","28,082","6,002","10,005","982,068","983,051","984,614","974,430","982,740","122,197","121,903","147,787","139,836","144,571","52,126","51,771","77,462","68,973","71,577","70,070","70,132","70,325","70,862","72,994","861,992","863,232","864,909","840,596","848,174"
 A058730 ,"42,394","102,519","31,501","60,125","28,624","135,395","41,097","99,009","33,157","80,517","24,442","47,361","22,919","110,352","32,917","80,877","9,238","22,002","7,059","12,764","5,705","25,043","8,180","18,131","4,276","11,335","3,078","7,059","3,981","14,666","3,788","10,407","4,962","10,667","3,982","5,705","1,723","10,377","4,392","7,724",954,904,-245,-49,195,517,82,303,"5,915","11,571","3,737","5,656","1,919","10,894","4,474","8,027","1,305","2,577",845,"1,272",427,"2,459",931,"1,765","4,611","8,994","2,892","4,384","1,492","8,436","3,543","6,263",0,0,0,0,0,0,0,0,"4,611","8,994","2,892","4,384","1,492","8,436","3,543","6,263",-26,-130,-160,-104,56,241,16,-37,"4,585","8,865","2,732","4,280","1,548","8,676","3,559","6,226","152,854","143,533","128,660","128,874","114,353","84,111","79,987","72,985","83,341","69,739","68,743","63,546","55,675","45,533","44,614","52,081","47,345","44,571","44,449","32,430","42,362","37,898","35,575","43,629","30,735","9,719","9,447","8,996",821,"1,695","100,773","96,188","84,090","84,424","81,924"
 A058850 ,"111,410","337,437","118,461","226,026","107,566","481,741","121,771","355,477",0,0,0,0,0,0,0,0,"111,410","337,437","118,461","226,026","107,566","481,741","121,771","355,477","109,601","332,319","116,003","222,718","106,715","472,335","121,309","347,366","1,810","5,118","2,457","3,308",851,"9,407",462,"8,111",588,"1,745",622,"1,158",536,719,259,"1,448","2,397","6,863","3,079","4,466","1,387","10,126",721,"9,559",525,"1,499",673,974,302,"2,215",154,"2,084","1,872","5,364","2,407","3,492","1,085","7,910",567,"7,475",0,0,0,0,0,0,0,0,"1,872","5,364","2,407","3,492","1,085","7,910",567,"7,475",711,"-1,277","-2,066","-1,988",78,289,77,-621,"2,583","4,087",341,"1,504","1,164","8,199",644,"6,854","208,962","200,696","209,055","206,664","205,474","126,770","118,044","131,885","130,150","129,322","82,192","82,652","77,170","76,515","76,152","67,372","61,690","70,389","64,981","65,135","60,224","57,442","63,387","62,073","58,832","7,148","4,248","7,002","2,908","6,303","141,590","139,006","138,666","141,684","140,338"
 A058860 ,"108,800","320,276","108,498","211,476","102,978","461,098","108,937","344,506",0,0,0,0,0,0,0,0,"108,800","320,276","108,498","211,476","102,978","461,098","108,937","344,506","104,927","309,407","106,400","204,480","98,079","454,855","106,772","341,601","3,872","10,869","2,097","6,996","4,899","6,243","2,165","2,905","-1,241",-922,447,319,-128,"12,937",553,"13,509","2,631","9,946","2,544","7,315","4,771","19,180","2,718","16,414",613,"2,188",526,"1,576","1,050","4,139",598,"3,611","2,019","7,758","2,018","5,739","3,721","15,041","2,120","12,803",0,0,0,0,0,0,0,0,"2,019","7,758","2,018","5,739","3,721","15,041","2,120","12,803",-48,"-3,606","-3,253","-3,558",-305,-13,"-1,243","1,708","1,971","4,152","-1,235","2,181","3,416","15,028",877,"14,511","227,483","224,060","222,994","211,280","227,084","117,674","114,941","115,846","102,890","114,805","109,810","109,119","107,148","108,390","112,279","71,571","69,483","67,181","55,486","71,667","55,324","57,158","60,041","52,138","50,264","16,246","12,325","7,141","3,348","21,403","155,913","154,578","155,812","155,794","155,417"
 A060980 ,"144,671","433,793","141,482","289,122","147,640","268,757","125,781","146,176","123,521","349,290","119,446","225,769","106,323","210,026","106,454","106,454","21,150","84,503","22,036","63,353","41,317","58,732","19,327","39,722","12,859","40,222","12,075","27,363","15,287","27,369","11,170","16,166","8,290","44,281","9,961","35,991","26,029","31,363","8,157","23,556","-5,665","-13,619","-4,219","-7,954","-3,735","-19,418","-5,506","-15,779","2,626","30,662","5,742","28,036","22,294","11,945","2,651","7,777",-86,"4,907","1,545","4,993","3,448","1,726",311,"1,116","2,712","25,755","4,197","23,044","18,846","10,220","2,340","6,661",0,0,0,0,0,0,0,0,"2,712","25,755","4,197","23,044","18,846","10,220","2,340","6,661","-22,720","18,425","38,649","41,146","2,496","-14,043","-28,857","-26,798","-20,009","44,181","42,847","64,190","21,343","-3,823","-26,518","-20,137","1,465,744","1,485,865","1,531,183","1,383,890","1,373,945","221,050","225,279","221,361","285,874","273,076","1,244,695","1,260,586","1,309,821","1,098,017","1,100,869","612,968","613,080","701,245","562,492","568,861","322,357","279,427","368,096","329,740","294,725","290,611","333,654","333,149","232,752","274,136","852,776","872,785","829,938","821,398","805,084"
 A063160 ,"29,393","85,871","27,670","56,477","28,808","106,691","26,967","79,594","23,400","64,741","20,622","41,342","20,720","86,174","20,239","65,459","5,994","21,129","7,048","15,136","8,088","20,516","6,728","14,135","3,454","10,662","3,696","7,208","3,511","12,474","3,289","9,107","2,540","10,468","3,352","7,928","4,576","8,042","3,438","5,028",-988,"-1,040",470,-51,-521,61,353,676,"1,551","9,428","3,822","7,877","4,055","8,103","3,792","5,705",281,"1,835",747,"1,554",807,"1,450",869,"1,195","1,271","7,594","3,075","6,323","3,247","6,653","2,923","4,509",0,0,0,0,0,0,0,0,"1,271","7,594","3,075","6,323","3,247","6,653","2,923","4,509",-9,-40,-22,-31,-8,-609,-8,-34,"1,262","7,554","3,053","6,292","3,239","6,044","2,915","4,475","176,246","175,414","178,481","170,643","172,401","82,359","81,131","86,204","76,656","77,830","93,887","94,283","92,277","93,987","94,571","43,112","43,541","49,661","43,267","46,594","28,758","29,468","35,555","28,234","30,580","14,353","14,073","14,106","15,033","16,014","133,134","131,873","128,820","127,376","125,808"
 A064350 ,"602,912","1,928,251","656,210","1,325,339","669,130","3,073,343","775,112","2,376,779","583,314","1,779,605","587,482","1,196,291","608,809","3,113,361","700,146","2,207,762","19,598","148,646","68,728","129,049","60,320","-40,019","74,966","169,017","18,252","85,308","36,293","67,056","30,764","170,614","47,199","159,480","1,346","63,338","32,435","61,992","29,557","-210,633","27,767","9,537","-19,598","-51,525","-12,137","-31,927","-19,791","-91,373","-60,020","-78,464","-18,252","11,813","20,299","30,065","9,766","-302,006","-32,254","-68,928",-302,86,108,388,280,"6,283","4,520","-1,470","-17,950","11,727","20,190","29,677","9,486","-308,289","-36,774","-67,457",0,0,0,0,0,0,0,0,"-17,950","11,727","20,190","29,677","9,486","-308,289","-36,774","-67,457",0,0,0,0,0,"5,690","7,858","7,652","-17,950","11,727","20,190","29,677","9,486","-302,599","-28,915","-59,806","3,850,968","4,125,026","4,309,193","4,595,733","4,592,036","2,529,180","2,799,419","2,887,732","3,225,796","3,221,198","1,321,788","1,325,607","1,421,461","1,369,937","1,370,838","2,497,902","2,754,011","2,958,368","3,254,394","3,007,904","1,401,132","1,520,411","1,640,596","1,812,277","1,520,499","1,096,770","1,233,600","1,317,772","1,442,117","1,487,405","1,353,066","1,371,015","1,350,825","1,341,339","1,584,132"
 A064960 ,"192,464","580,587","191,999","388,123","196,124","874,269","197,604","628,726","163,798","496,423","166,354","332,625","166,271","722,838","163,646","517,431","28,667","84,164","25,645","55,498","29,853","151,431","33,958","111,295","11,040","32,392","9,376","21,352","11,977","63,165","13,049","45,962","17,627","51,772","16,269","34,145","17,876","88,266","20,909","65,333","-8,868","-4,772","1,209","4,096","2,886","13,150","6,321","15,068","8,759","47,000","17,478","38,241","20,763","101,416","27,230","80,401","2,069","10,980","4,462","8,911","4,449","23,561","6,693","18,551","6,690","36,020","13,017","29,330","16,313","77,855","20,537","61,850",0,0,0,0,0,0,0,0,"6,690","36,020","13,017","29,330","16,313","77,855","20,537","61,850",0,0,0,0,0,-844,0,0,"6,690","36,020","13,017","29,330","16,313","77,011","20,537","61,850","923,248","928,966","935,976","912,895","956,166","462,578","470,095","473,149","446,275","497,505","460,670","458,871","462,826","466,620","458,660","285,829","298,237","318,263","298,284","356,715","218,079","230,485","250,269","225,450","282,154","67,750","67,753","67,995","72,834","74,560","637,419","630,729","617,713","614,611","599,451"
 A066570 ,"7,008,767","21,866,114","7,684,554","14,857,347","7,172,793","28,368,428","6,958,437","21,059,830","5,557,063","17,110,050","5,894,710","11,552,987","5,658,277","22,729,158","5,680,989","16,983,892","1,451,704","4,756,064","1,789,844","3,304,360","1,514,516","5,639,270","1,277,448","4,075,938","1,549,595","4,581,879","1,599,006","3,032,284","1,433,278","5,656,807","1,430,470","4,236,254","-97,891","174,185","190,838","272,076","81,238","-17,537","-153,022","-160,316","36,984","157,361","172,003","120,377","-51,626","-248,286","-26,351","-216,147","-60,907","331,546","362,841","392,453","29,612","-265,823","-179,373","-376,463","-17,332","63,670","80,570","81,002",432,"85,894","-42,827","-93,999","-43,575","267,876","282,271","311,451","29,180","-351,717","-136,546","-282,464",0,0,0,0,0,"-4,122",-498,"-2,780","-43,575","267,876","282,271","311,451","29,180","-355,839","-137,044","-285,244","-4,842","-171,600","-83,567","-166,758","-83,191","-98,967","-85,067","-118,880","-48,417","96,276","198,704","144,693","-54,011","-454,806","-222,111","-404,124","26,767,207","26,678,099","26,645,518","25,866,375","27,019,226","8,707,995","8,895,344","9,056,002","8,268,810","9,416,902","18,059,212","17,782,755","17,589,516","17,597,565","17,602,324","17,782,807","17,645,282","17,811,405","16,905,366","18,007,535","10,087,798","10,450,758","10,536,176","9,743,462","10,241,950","7,695,009","7,194,524","7,275,229","7,161,904","7,765,585","8,984,400","9,032,817","8,834,113","8,961,009","9,011,691"
 A067830 ,"42,977","134,729","45,801","91,752","45,951","185,739","44,893","137,963","18,761","55,983","17,742","37,222","19,480","76,998","20,205","58,977","24,217","78,747","28,059","54,530","26,471","108,741","24,688","78,986","17,613","51,691","16,857","34,078","17,221","73,678","18,720","53,967","6,603","27,055","11,202","20,452","9,249","35,063","5,968","25,019",-63,-34,81,29,-51,-877,-160,-681,"6,540","27,022","11,283","20,481","9,198","34,186","5,808","24,337","1,624","6,097","2,539","4,473","1,934","8,078","1,430","5,792","4,916","20,924","8,744","16,008","7,264","26,108","4,378","18,545",0,0,0,0,0,0,0,0,"4,916","20,924","8,744","16,008","7,264","26,108","4,378","18,545",-16,-25,-4,-9,-5,745,-28,-34,"4,900","20,899","8,740","15,999","7,259","26,854","4,350","18,511","530,872","535,722","533,207","534,450","521,504","104,436","115,042","112,616","111,468","98,797","426,436","420,681","420,590","422,982","422,707","167,990","177,740","183,964","191,333","186,730","116,335","124,478","135,766","143,276","118,454","51,655","53,262","48,198","48,057","68,276","362,883","357,982","349,242","343,116","334,774"
 A068290 ,"11,808","35,244","11,395","23,436","12,042","45,097","10,904","33,123","6,890","20,695","6,384","13,805","7,421","26,261","6,347","18,399","4,918","14,550","5,011","9,632","4,621","18,836","4,556","14,724","4,549","13,238","4,401","8,691","4,292","18,355","4,460","13,799",369,"1,312",609,941,329,481,97,925,462,869,111,409,301,625,211,615,831,"2,181",720,"1,350",630,"1,106",308,"1,540",6,111,63,105,42,-273,2,195,825,"2,070",657,"1,245",588,"1,380",306,"1,345",0,0,0,0,0,0,0,0,825,"2,070",657,"1,245",588,"1,380",306,"1,345",-32,-67,48,-35,-83,-93,12,-92,793,"2,004",705,"1,211",506,"1,287",318,"1,253","79,164","77,637","77,798","77,900","78,651","36,616","35,610","35,710","35,810","34,308","42,548","42,027","42,088","42,090","44,343","8,820","8,085","8,952","8,260","9,044","4,459","3,818","4,883","3,799","3,331","4,361","4,268","4,069","4,460","5,713","70,344","69,551","68,846","69,640","69,606"
 A068400 ,"140,119","408,069","137,919","267,950","130,031","510,633","129,660","382,573",0,0,"29,028","53,981","24,953","98,801",0,0,"140,119","408,069","108,891","213,969","105,078","411,832","129,660","382,573","129,078","377,940","98,163","194,881","96,718","370,965","116,900","348,631","11,041","30,129","10,728","19,088","8,360","40,867","12,759","33,942","-4,674","-14,190","-4,899","-9,516","-4,617","-16,630","-4,284","-13,322","6,367","15,939","5,829","9,571","3,743","24,236","8,476","20,620","1,401","3,506","1,337","2,106",769,"5,498","1,865","4,536","4,966","12,432","4,492","7,466","2,974","18,738","6,611","16,084",0,0,0,0,0,0,0,0,"4,966","12,432","4,492","7,466","2,974","18,738","6,611","16,084",0,40,36,40,-16,-269,-3,-3,"4,966","12,473","4,528","7,506","2,958","18,470","6,608","16,081","1,099,681","1,083,780","1,034,614","1,003,305","956,647","67,869","70,396","75,317","72,498","69,360","1,031,811","1,013,384","959,297","930,807","887,287","865,831","854,898","810,259","781,928","737,659","556,502","498,011","497,020","442,158","394,068","309,330","356,887","313,238","339,770","343,591","233,849","228,883","224,355","221,377","218,988"
 A068870 ,"129,480","369,861","125,642","240,381","114,739","435,447","123,071","304,202","71,768","186,269","61,534","114,501","52,967","231,769","61,259","159,211","57,712","183,592","64,108","125,880","61,772","203,678","61,812","144,990","48,028","145,828","53,153","97,801","44,647","177,541","42,503","126,432","9,684","37,764","10,955","28,080","17,125","26,137","19,309","18,558","-5,144","-9,882","-2,398","-4,739","-2,341","-11,116","-2,670","-7,234","4,541","27,882","8,557","23,341","14,784","15,021","16,638","11,324",-596,"3,050",847,"3,645","2,798","2,577","2,981","1,930","5,136","24,832","7,710","19,696","11,986","12,444","13,657","9,394",0,0,0,0,0,0,0,0,"5,136","24,832","7,710","19,696","11,986","12,444","13,657","9,394",608,"-1,196",-812,"-1,805",-992,"-3,259","-1,345","-1,679","5,745","23,636","6,898","17,891","10,993","9,185","12,312","7,715","844,539","784,274","743,921","703,706","687,319","292,037","279,364","269,106","248,504","260,060","552,502","504,910","474,815","455,202","427,259","562,582","508,062","474,607","445,384","430,467","300,562","252,439","229,816","157,286","145,410","262,020","255,623","244,790","288,098","285,058","281,957","276,212","269,315","258,322","256,852"
 A069260 ,"148,176","436,332","152,536","288,156","135,619","582,816","144,256","434,134","116,741","350,058","119,005","233,317","114,312","497,397","125,755","367,989","31,435","86,274","33,531","54,839","21,307","85,419","18,501","66,145","12,352","32,666","10,050","20,314","10,264","43,413","8,932","28,606","19,083","53,608","23,482","34,525","11,043","42,006","9,570","37,539","-1,413","-1,709","1,328",-296,"-1,624","3,191",571,"3,832","17,670","51,899","24,810","34,229","9,419","45,197","10,141","41,371","4,134","14,368","5,931","10,235","4,304","7,646","2,211","8,709","13,537","37,531","18,879","23,994","5,115","37,551","7,930","32,662",0,0,0,0,0,0,0,0,"13,537","37,531","18,879","23,994","5,115","37,551","7,930","32,662","2,114",-134,"-1,489","-2,248",-759,262,"-2,785","-1,355","15,651","37,397","17,390","21,747","4,356","37,813","5,145","31,307","667,651","656,463","643,014","667,984","716,390","272,959","305,840","297,034","323,147","364,418","394,692","350,623","345,980","344,837","351,971","171,704","176,166","180,107","188,961","230,912","86,313","90,925","95,059","98,115","133,806","85,390","85,241","85,048","90,847","97,106","495,948","480,297","462,907","479,023","485,477"
 A069460 ,"29,714","86,708","29,165","56,994","27,829","121,585","27,373","92,096","28,469","83,280","27,532","54,811","27,279","114,048","25,949","86,039","1,245","3,428","1,632","2,183",551,"7,537","1,424","6,057","1,083","3,425","1,233","2,341","1,109","4,964","1,220","3,556",162,4,400,-158,-558,"2,573",204,"2,501","1,467","1,385",-515,-82,432,"-3,999","-2,432","-3,553","1,629","1,388",-115,-241,-126,"-1,426","-2,227","-1,051",23,3,-141,-20,121,-449,-32,37,"1,606","1,386",26,-221,-247,-977,"-2,196","-1,089",0,0,0,0,0,0,0,0,"1,606","1,386",26,-221,-247,-977,"-2,196","-1,089",-9,-287,-295,-278,17,-575,39,-221,"1,597","1,098",-269,-499,-230,"-1,553","-2,157","-1,310","94,398","94,775","96,274","90,000","92,563","43,551","43,036","43,572","58,488","59,734","50,847","51,739","52,702","31,511","32,830","69,283","71,258","72,487","65,983","68,304","60,536","62,767","63,591","57,063","58,878","8,747","8,491","8,896","8,920","9,426","25,115","23,518","23,786","24,017","24,259"
 A069620 ,"197,690","580,883","192,741","383,193","190,452","800,517","214,019","608,302","115,180","337,679","110,321","222,499","112,179","516,418","144,174","401,219","82,510","243,203","82,420","160,693","78,273","284,099","69,845","207,083","73,540","222,563","76,220","149,023","72,803","229,026","54,484","160,678","8,970","20,640","6,200","11,670","5,470","55,073","15,361","46,405",-553,337,675,890,215,"4,211","1,115","3,097","8,417","20,977","6,875","12,560","5,684","59,284","16,476","49,502","2,125","5,370","1,792","3,245","1,453","10,051","4,355","12,238","6,292","15,606","5,083","9,315","4,232","49,233","12,121","37,264",0,0,0,0,0,0,0,0,"6,292","15,606","5,083","9,315","4,232","49,233","12,121","37,264",-305,"-3,584","-2,962","-3,279",-317,"1,738",-665,"-1,676","5,987","12,023","2,121","6,036","3,915","50,971","11,455","35,588","938,701","938,870","822,485","819,336","819,752","366,666","406,006","318,008","341,732","356,485","572,035","532,863","504,477","477,604","463,267","441,209","447,364","333,101","326,642","342,441","139,942","148,086","139,083","132,835","92,462","301,267","299,279","194,019","193,807","249,979","497,492","491,506","489,384","492,694","477,311"
 A069640 ,"54,559","183,998","62,936","129,438","66,502","262,618","55,793","177,649","22,851","78,390","27,443","55,539","28,096","116,325","24,943","78,309","31,709","105,608","35,493","73,899","38,407","146,293","30,849","99,340","32,066","102,390","34,343","70,325","35,982","143,046","31,392","99,306",-357,"3,217","1,150","3,574","2,425","3,247",-543,34,"1,001","2,163",595,"1,162",566,"-1,668",-460,-427,644,"5,381","1,745","4,736","2,991","1,579","-1,003",-393,108,857,281,749,468,121,-215,-167,537,"4,524","1,464","3,987","2,523","1,458",-788,-227,0,0,0,0,0,0,0,0,537,"4,524","1,464","3,987","2,523","1,458",-788,-227,0,0,0,0,0,0,0,0,537,"4,524","1,464","3,987","2,523","1,458",-788,-227,"211,839","194,307","208,271","197,977","208,508","147,231","131,602","141,750","130,026","142,826","64,608","62,705","66,521","67,951","65,682","60,970","43,974","59,402","49,007","61,119","60,123","43,134","58,559","48,170","58,612",847,840,844,837,"2,507","150,870","150,333","148,869","148,970","147,389"
 A069730 ,"41,739","126,939","44,713","85,200","40,487","182,682","44,694","138,903","36,468","110,531","38,586","74,063","35,478","156,414","37,224","117,836","5,271","16,408","6,128","11,137","5,009","26,268","7,471","21,067","3,642","10,703","3,560","7,061","3,502","16,173","3,857","12,262","1,629","5,704","2,568","4,076","1,507","10,095","3,614","8,805",270,"1,568",444,"1,299",855,"2,453",633,"1,282","1,898","7,273","3,012","5,374","2,362","12,548","4,247","10,087",346,"1,334",570,988,418,"2,681",810,"1,971","1,553","5,939","2,442","4,386","1,944","9,867","3,437","8,116",0,0,0,0,0,0,0,0,"1,553","5,939","2,442","4,386","1,944","9,867","3,437","8,116",-327,-412,-98,-85,13,-159,277,375,"1,225","5,527","2,345","4,302","1,957","9,708","3,714","8,491","184,519","184,649","188,840","184,285","193,047","75,669","74,599","77,606","71,657","79,946","108,850","110,051","111,234","112,628","113,101","61,499","62,854","69,390","66,215","76,195","53,243","53,866","59,956","56,303","70,351","8,257","8,989","9,434","9,912","5,844","123,020","121,795","119,450","118,069","116,852"
 A069960 ,"316,570","1,000,810","340,648","684,240","343,592","1,216,059","289,683","850,537","55,460","178,088","56,418","122,628","66,210","212,265","52,256","155,051","261,110","822,722","284,230","561,612","277,382","1,003,794","237,427","695,486","206,862","642,204","229,886","435,342","205,456","747,745","190,637","530,075","54,248","180,518","54,344","126,270","71,926","256,049","46,790","165,411",-739,"14,514","3,149","15,253","12,104","-5,324","-10,351","3,483","53,509","195,032","57,492","141,523","84,031","250,725","36,439","168,893","13,058","46,570","13,116","33,512","20,396","60,158","8,919","40,636","40,451","148,462","44,377","108,011","63,634","190,567","27,520","128,257",0,0,0,0,0,0,0,0,"40,451","148,462","44,377","108,011","63,634","190,567","27,520","128,257","8,614",-894,"-5,383","-9,508","-4,126","9,353",723,"4,641","49,065","147,568","38,994","98,503","59,509","199,920","28,243","132,899","4,834,172","4,797,010","4,637,317","4,585,422","4,443,606","813,399","821,364","685,414","730,595","713,972","4,020,774","3,975,646","3,951,903","3,854,827","3,729,634","1,692,399","1,704,302","1,583,603","1,575,263","1,500,468","951,652","974,663","852,925","852,055","1,018,300","740,747","729,639","730,678","723,208","482,168","3,141,773","3,092,708","3,053,714","3,010,159","2,943,138"
